datapointID,answer,subtaskID
5f415c234fc7fb26,"[0, 0, 0, 0]",1
7c928abb9be3295e,"[0, 0, 0, 0]",1
2afee886086b5760,"[0, 0, 0, 0]",1
5f297a6777f1c94d,"[0, 0, 0, 0]",1
3cc12fdb066ea073,"[0, 0, 0, 0]",1
3e1b946e7274ab8c,"[0, 0, 0, 0]",1
2692c29a938d8086,"[0, 0, 0, 0]",1
ea47ace173ff0876,"[0, 0, 0, 0]",1
df4cb425886ea60f,"[0, 0, 0, 0]",1
f37c2f990396fd6e,"[0, 0, 0, 0]",1
8996c9fcc8a5b495,"[0, 0, 0, 0]",1
d36ea8f7e826dc82,"[0, 0, 0, 0]",1
0ee245af1f29024b,"[0, 0, 0, 0]",1
9cc700e8981d7a6e,"[0, 0, 0, 0]",1
480d29238bd6fe1a,"[0, 0, 0, 0]",1
7abdc3992bf4ab7e,"[0, 0, 0, 0]",1
f765ac2cfef42ac6,"[0, 0, 0, 0]",1
65678bec51d7db05,"[0, 0, 0, 0]",1
a0380845cc381d7a,"[0, 0, 0, 0]",1
a9a31f21db999df8,"[0, 0, 0, 0]",1
e30920dbde9d953d,"[0, 0, 0, 0]",1
6fd33549471377f6,"[0, 0, 0, 0]",1
d0d43e7ad3f4e599,"[0, 0, 0, 0]",1
19573f73148b9815,"[0, 0, 0, 0]",1
660c1ce0350646a3,"[0, 0, 0, 0]",1
20bd6871b72e8721,"[0, 0, 0, 0]",1
ba02ba3401f8b327,"[0, 0, 0, 0]",1
f50ee0357bc12abc,"[0, 0, 0, 0]",1
0c0ded67edad0f71,"[0, 0, 0, 0]",1
14b8ae03ebf6f167,"[0, 0, 0, 0]",1
94595171aa2e3ef5,"[0, 0, 0, 0]",1
45669bb3a1b6e536,"[0, 0, 0, 0]",1
c4807e46775a64a9,"[0, 0, 0, 0]",1
0ac92b4a72248de1,"[0, 0, 0, 0]",1
10f0002a916f4e51,"[0, 0, 0, 0]",1
d22261758b167e7b,"[0, 0, 0, 0]",1
68dcf78df84aaa20,"[0, 0, 0, 0]",1
5a7077431fd8e956,"[0, 0, 0, 0]",1
26d138963cf9d6b7,"[0, 0, 0, 0]",1
361b8630607ea818,"[0, 0, 0, 0]",1
a78b42e750179210,"[0, 0, 0, 0]",1
3666c35511185258,"[0, 0, 0, 0]",1
6e54bbe8812207c6,"[0, 0, 0, 0]",1
2045eb7a236b2b94,"[0, 0, 0, 0]",1
b45804ca05bcd7f3,"[0, 0, 0, 0]",1
b242137827706c20,"[0, 0, 0, 0]",1
5f72ddc0e2839604,"[0, 0, 0, 0]",1
e48a9def92b87d85,"[0, 0, 0, 0]",1
537caa64973efae9,"[0, 0, 0, 0]",1
8f0dd7b243bc1485,"[0, 0, 0, 0]",1
7dea58f438fe8504,"[0, 0, 0, 0]",1
e187ab919cd3cd59,"[0, 0, 0, 0]",1
764a560c6252f938,"[0, 0, 0, 0]",1
cb6d215baf1862f2,"[0, 0, 0, 0]",1
ccdd0a17bf35b015,"[0, 0, 0, 0]",1
05b64377c4d41058,"[0, 0, 0, 0]",1
3b8d5994bf733500,"[0, 0, 0, 0]",1
a6848f2df8587cd9,"[0, 0, 0, 0]",1
4f00ae5fdf3cdeb6,"[0, 0, 0, 0]",1
68bb4749a64c1dd7,"[0, 0, 0, 0]",1
d8079d54fff3d209,"[0, 0, 0, 0]",1
dad11d6f02c7540d,"[0, 0, 0, 0]",1
667056461a974e36,"[0, 0, 0, 0]",1
aabcde8034b1e82c,"[0, 0, 0, 0]",1
bc7616e767406332,"[0, 0, 0, 0]",1
74d675552469be5b,"[0, 0, 0, 0]",1
50ba96feeab99629,"[0, 0, 0, 0]",1
c9014d21920d1d7f,"[0, 0, 0, 0]",1
68b120ac58b96c84,"[0, 0, 0, 0]",1
1c4f835d65f07171,"[0, 0, 0, 0]",1
2fa43563212e5f87,"[0, 0, 0, 0]",1
a0adfe3320aa7b5d,"[0, 0, 0, 0]",1
a48f073671f7b5d0,"[0, 0, 0, 0]",1
4a7eb8ec15520963,"[0, 0, 0, 0]",1
4a305caa38ad6000,"[0, 0, 0, 0]",1
f7aac676874f0644,"[0, 0, 0, 0]",1
ec0d52ea54c7eb1e,"[0, 0, 0, 0]",1
29782d811ab51c01,"[0, 0, 0, 0]",1
88798f53af8e81f9,"[0, 0, 0, 0]",1
6fb6617a776ffdba,"[0, 0, 0, 0]",1
9f25c17772d5d317,"[0, 0, 0, 0]",1
fda307b0d5f05828,"[0, 0, 0, 0]",1
7aa1bfc2c8f7a94e,"[0, 0, 0, 0]",1
9d4d77a2043d6c60,"[0, 0, 0, 0]",1
cb3cb72274f28aeb,"[0, 0, 0, 0]",1
c7ccc3447974d008,"[0, 0, 0, 0]",1
3a05d3382cd72be7,"[0, 0, 0, 0]",1
076f5dfa50619cbf,"[0, 0, 0, 0]",1
9589604ffcfcfdf2,"[0, 0, 0, 0]",1
651ccab7491f3968,"[0, 0, 0, 0]",1
b9375a96a84c18e5,"[0, 0, 0, 0]",1
9340d99e56e1497a,"[0, 0, 0, 0]",1
dcadef302aa22f86,"[0, 0, 0, 0]",1
8b00ad6d3ef66412,"[0, 0, 0, 0]",1
3f9fefa1b975e1e0,"[0, 0, 0, 0]",1
ad27d02b635f75c1,"[0, 0, 0, 0]",1
67d76d555f03bdb7,"[0, 0, 0, 0]",1
fa9353bea43db289,"[0, 0, 0, 0]",1
5e949e53561d439a,"[0, 0, 0, 0]",1
1e46ba3adbb96c8d,"[0, 0, 0, 0]",1
c162b7456d4bd11c,"[0, 0, 0, 0]",1
b61102cb7274d7f3,"[0, 0, 0, 0]",1
dd2c4e2be9d83fbd,"[0, 0, 0, 0]",1
39966818ca372445,"[0, 0, 0, 0]",1
96a19bc800dea019,"[0, 0, 0, 0]",1
fcd5729b4585ae66,"[0, 0, 0, 0]",1
9030e9248889f099,"[0, 0, 0, 0]",1
b28537858ccac31b,"[0, 0, 0, 0]",1
916e45fe7b7fce36,"[0, 0, 0, 0]",1
c3d1054511fc0ab6,"[0, 0, 0, 0]",1
8e12f8d7d24c3b77,"[0, 0, 0, 0]",1
5fe05e3785f8a25d,"[0, 0, 0, 0]",1
50bfe43cbd0dcc0e,"[0, 0, 0, 0]",1
37f73ebb98a62ad5,"[0, 0, 0, 0]",1
bf30dae2282e3b90,"[0, 0, 0, 0]",1
5d377b08bb858ed4,"[0, 0, 0, 0]",1
b0624f95f4972cbe,"[0, 0, 0, 0]",1
12e7f088adc0bac1,"[0, 0, 0, 0]",1
9e0abca5d9752c43,"[0, 0, 0, 0]",1
99905ae99748a20f,"[0, 0, 0, 0]",1
2cfe4ecdcc811a66,"[0, 0, 0, 0]",1
e8847c43961db890,"[0, 0, 0, 0]",1
26101437be1f57d2,"[0, 0, 0, 0]",1
18694e6f6beba1d7,"[0, 0, 0, 0]",1
b3f837031decee56,"[0, 0, 0, 0]",1
8611e7ee550376a7,"[0, 0, 0, 0]",1
a3fbc8517e0c3fa1,"[0, 0, 0, 0]",1
5d1f8fc9ebb66370,"[0, 0, 0, 0]",1
a06b9e41ae9ef3ee,"[0, 0, 0, 0]",1
a89c88f9cc7d5ac5,"[0, 0, 0, 0]",1
4558beff8325447f,"[0, 0, 0, 0]",1
e90b12ec58175d87,"[0, 0, 0, 0]",1
7d88d483ba177990,"[0, 0, 0, 0]",1
aa36c74fb69ec45c,"[0, 0, 0, 0]",1
4e1d86f5c0067452,"[0, 0, 0, 0]",1
05d839067d07494e,"[0, 0, 0, 0]",1
2cf9a7510c3d42ac,"[0, 0, 0, 0]",1
adf574d93bec0bab,"[0, 0, 0, 0]",1
2d311ccf89f58a71,"[0, 0, 0, 0]",1
498561e48948953b,"[0, 0, 0, 0]",1
6ec37565303fd143,"[0, 0, 0, 0]",1
59fcaed92d524f39,"[0, 0, 0, 0]",1
912609a8cacea9a2,"[0, 0, 0, 0]",1
8bd0c068d775374d,"[0, 0, 0, 0]",1
8cef2078dff9f535,"[0, 0, 0, 0]",1
163f6bfa9a7ab489,"[0, 0, 0, 0]",1
31d2f7ffd14b7ad2,"[0, 0, 0, 0]",1
b3f9486ff410b726,"[0, 0, 0, 0]",1
33996748d6882146,"[0, 0, 0, 0]",1
ed0330827cb752e0,"[0, 0, 0, 0]",1
cea67c07e6905002,"[0, 0, 0, 0]",1
30e93a04345af8a6,"[0, 0, 0, 0]",1
87efca86b939033b,"[0, 0, 0, 0]",1
352118f5b5b6afb4,"[0, 0, 0, 0]",1
bb6628d9f4daa70f,"[0, 0, 0, 0]",1
05edd110fba9c734,"[0, 0, 0, 0]",1
cb8cf34f86d33450,"[0, 0, 0, 0]",1
00f5961a75d3ed4e,"[0, 0, 0, 0]",1
8786b22c862a4ca8,"[0, 0, 0, 0]",1
f3d393af9fc6eb0d,"[0, 0, 0, 0]",1
a0bbbee0a6d46d8b,"[0, 0, 0, 0]",1
41b6dd4f4354fd2d,"[0, 0, 0, 0]",1
b12cc9104c264c7c,"[0, 0, 0, 0]",1
28a5cd0ae1c2f8e8,"[0, 0, 0, 0]",1
1103d6cb87a3b5d6,"[0, 0, 0, 0]",1
141462e3da8bb5b0,"[0, 0, 0, 0]",1
f056f00e4de94b31,"[0, 0, 0, 0]",1
b9e6889c28b2f9d7,"[0, 0, 0, 0]",1
ca365196c67f58f9,"[0, 0, 0, 0]",1
1296c66c782b7eb8,"[0, 0, 0, 0]",1
f5de3ba0ea73dea4,"[0, 0, 0, 0]",1
e6ad1744f9af0871,"[0, 0, 0, 0]",1
f516459f1a158617,"[0, 0, 0, 0]",1
aeefb67c83a15546,"[0, 0, 0, 0]",1
a73f3da44bf609c3,"[0, 0, 0, 0]",1
9118e04a7ab7b9c8,"[0, 0, 0, 0]",1
998c9eef803f5adb,"[0, 0, 0, 0]",1
c9dfc2ad87d54069,"[0, 0, 0, 0]",1
965c0a4fcbb93b19,"[0, 0, 0, 0]",1
6f49ab875522c410,"[0, 0, 0, 0]",1
df00c17bb7c17c31,"[0, 0, 0, 0]",1
08b4e08f79ff651f,"[0, 0, 0, 0]",1
20cc67e22fdc3738,"[0, 0, 0, 0]",1
8f86bae7a924cf91,"[0, 0, 0, 0]",1
68c92e1693568f20,"[0, 0, 0, 0]",1
f9098e5b926e9a1b,"[0, 0, 0, 0]",1
835d5f9e6e049286,"[0, 0, 0, 0]",1
c0fb368604ec2bbb,"[0, 0, 0, 0]",1
51158c31ed34e531,"[0, 0, 0, 0]",1
73dc34b09778bf9b,"[0, 0, 0, 0]",1
f7aa86a355dc6c26,"[0, 0, 0, 0]",1
8085ca2f3fd2fed5,"[0, 0, 0, 0]",1
fc4050ec5b035dc1,"[0, 0, 0, 0]",1
905ff0207aa6e82d,"[0, 0, 0, 0]",1
7b266d2929fe3b68,"[0, 0, 0, 0]",1
97a3646dedd05e25,"[0, 0, 0, 0]",1
c3baf14ef80dd8d1,"[0, 0, 0, 0]",1
297b40c9a578bd18,"[0, 0, 0, 0]",1
c0b1ed5571654800,"[0, 0, 0, 0]",1
1bda7cb63838be2d,"[0, 0, 0, 0]",1
0116778d9a126d4b,"[0, 0, 0, 0]",1
7fe9ba4f338519a7,"[0, 0, 0, 0]",1
48fc36ac51259cf5,"[0, 0, 0, 0]",1
085ae09daf63dc75,"[0, 0, 0, 0]",1
35ef9b45d71a2d7e,"[0, 0, 0, 0]",1
5a27fd5950f287e8,"[0, 0, 0, 0]",1
7d28dedc430318a6,"[0, 0, 0, 0]",1
1bbc02da2da3e773,"[0, 0, 0, 0]",1
9067710fbce0d039,"[0, 0, 0, 0]",1
aeeeb6776808a5e2,"[0, 0, 0, 0]",1
187684c073271582,"[0, 0, 0, 0]",1
b87d99dbe9c0eda0,"[0, 0, 0, 0]",1
b4f5384868bc3fab,"[0, 0, 0, 0]",1
82729ae5b6d6f465,"[0, 0, 0, 0]",1
2b3f797d45aed02d,"[0, 0, 0, 0]",1
ae6c47d814aaece8,"[0, 0, 0, 0]",1
23a254acb9417224,"[0, 0, 0, 0]",1
80f08625b1d967d7,"[0, 0, 0, 0]",1
16093d5573450d50,"[0, 0, 0, 0]",1
cdb3e855090dbeca,"[0, 0, 0, 0]",1
cdb340998e2ffbbe,"[0, 0, 0, 0]",1
72fc4a08232937e8,"[0, 0, 0, 0]",1
0c32fe52bb5c5872,"[0, 0, 0, 0]",1
cf9f961c2b2369c6,"[0, 0, 0, 0]",1
cb11b01b033196b9,"[0, 0, 0, 0]",1
ae715a56fe0fdfe5,"[0, 0, 0, 0]",1
1dbf1ea9afbe266c,"[0, 0, 0, 0]",1
ab59b90b5d0f6a42,"[0, 0, 0, 0]",1
5bb1dc11956c34ee,"[0, 0, 0, 0]",1
b6763ab6df55dcf7,"[0, 0, 0, 0]",1
fb5a2954c8bb28ad,"[0, 0, 0, 0]",1
9e3cf25c9af4b41a,"[0, 0, 0, 0]",1
7764ec84f13ba702,"[0, 0, 0, 0]",1
4fda1f46a1511743,"[0, 0, 0, 0]",1
a9afab1b07ff2eb9,"[0, 0, 0, 0]",1
175d97524328641e,"[0, 0, 0, 0]",1
3d3a102e18d7d053,"[0, 0, 0, 0]",1
3dea74d836ff796a,"[0, 0, 0, 0]",1
c240c93778c2b43c,"[0, 0, 0, 0]",1
eae8fa4985c8e027,"[0, 0, 0, 0]",1
d18e8d32a5a01d1c,"[0, 0, 0, 0]",1
225ea703fb6f76ca,"[0, 0, 0, 0]",1
4fd44b45464b42b8,"[0, 0, 0, 0]",1
d9c73a181b096d62,"[0, 0, 0, 0]",1
50c19cbe6b7b46ef,"[0, 0, 0, 0]",1
cdde3906c1a1eecc,"[0, 0, 0, 0]",1
8a059e8e5f5b1a4c,"[0, 0, 0, 0]",1
bea7a72faf162746,"[0, 0, 0, 0]",1
c5001bd0ea74bf63,"[0, 0, 0, 0]",1
aa713a3c25d706e6,"[0, 0, 0, 0]",1
870228efe067fade,"[0, 0, 0, 0]",1
7d261dc7b5e24e71,"[0, 0, 0, 0]",1
1d30e86f236b4bce,"[0, 0, 0, 0]",1
6d1c28aed043c3f1,"[0, 0, 0, 0]",1
ff2037223631c5c1,"[0, 0, 0, 0]",1
ad7ea35d6c0be0b8,"[0, 0, 0, 0]",1
0cbbf303d5b9c04e,"[0, 0, 0, 0]",1
9851e54ff65af090,"[0, 0, 0, 0]",1
3d5463ad5c6e4233,"[0, 0, 0, 0]",1
f9cd5ee847d459e9,"[0, 0, 0, 0]",1
a6914434cc5c3341,"[0, 0, 0, 0]",1
61d3316ba38972d9,"[0, 0, 0, 0]",1
55afa1abd75a8d50,"[0, 0, 0, 0]",1
a8e1d251a0561e74,"[0, 0, 0, 0]",1
aed200a3de7cc685,"[0, 0, 0, 0]",1
d4495f7fb6edd5a4,"[0, 0, 0, 0]",1
d83955b945f03172,"[0, 0, 0, 0]",1
2dadd6f3a771ea78,"[0, 0, 0, 0]",1
e7d9c2a60d9a3f32,"[0, 0, 0, 0]",1
1fd58c3cc64f63b6,"[0, 0, 0, 0]",1
b873786d100b7a69,"[0, 0, 0, 0]",1
c8f0b44a9f65ab17,"[0, 0, 0, 0]",1
0ea8b5c8eb9037c1,"[0, 0, 0, 0]",1
7cf6248b1f4caefc,"[0, 0, 0, 0]",1
32224fd1b410ed21,"[0, 0, 0, 0]",1
965706253994b61a,"[0, 0, 0, 0]",1
0a04bef5a8507c45,"[0, 0, 0, 0]",1
2fac688c5a15470d,"[0, 0, 0, 0]",1
3a08060440c75938,"[0, 0, 0, 0]",1
2bc3cd2730dfa142,"[0, 0, 0, 0]",1
9b787749897a4865,"[0, 0, 0, 0]",1
c92c18bc7816a37c,"[0, 0, 0, 0]",1
ed1a8d833a9754fc,"[0, 0, 0, 0]",1
4992099c29313cf0,"[0, 0, 0, 0]",1
c3d18c9434a0ba22,"[0, 0, 0, 0]",1
a994c982494d3815,"[0, 0, 0, 0]",1
3dd9d586d603ce71,"[0, 0, 0, 0]",1
7b1086cef8a3c84d,"[0, 0, 0, 0]",1
e6e76af3b004522b,"[0, 0, 0, 0]",1
c6529f6342773d5a,"[0, 0, 0, 0]",1
6229938632b5c167,"[0, 0, 0, 0]",1
041c30dfd2eb1b9a,"[0, 0, 0, 0]",1
b07c323945f4d5ce,"[0, 0, 0, 0]",1
b6cf945fe340b330,"[0, 0, 0, 0]",1
537284ee35c76b72,"[0, 0, 0, 0]",1
22bd1d2a35c59718,"[0, 0, 0, 0]",1
ad6396c51c6a8faa,"[0, 0, 0, 0]",1
2a583c6d2ef45e77,"[0, 0, 0, 0]",1
d25603024815980a,"[0, 0, 0, 0]",1
546c285c6a722989,"[0, 0, 0, 0]",1
cbb52ca51113974e,"[0, 0, 0, 0]",1
984c9371c4912112,"[0, 0, 0, 0]",1
4e9d7e2b538c37b9,"[0, 0, 0, 0]",1
03c1c7a2649a7d87,"[0, 0, 0, 0]",1
d46e3cab56c77c88,"[0, 0, 0, 0]",1
c31e0965038c5fc3,"[0, 0, 0, 0]",1
621c5a640281645a,"[0, 0, 0, 0]",1
3220e93ea2d55a2f,"[0, 0, 0, 0]",1
bb3985b92716938a,"[0, 0, 0, 0]",1
195200bb608b29cb,"[0, 0, 0, 0]",1
0ec23cb75ba7b061,"[0, 0, 0, 0]",1
d494f75ae6b621d7,"[0, 0, 0, 0]",1
e2b43ea65cf6b4e7,"[0, 0, 0, 0]",1
4a121e14b4ed4856,"[0, 0, 0, 0]",1
f77b3160efb88139,"[0, 0, 0, 0]",1
0c25eae0e8c24d2e,"[0, 0, 0, 0]",1
e7ae2491ace1ac3e,"[0, 0, 0, 0]",1
4233d6762764d7c3,"[0, 0, 0, 0]",1
bba25d6f2eacfc42,"[0, 0, 0, 0]",1
92cfb5a3e57afe54,"[0, 0, 0, 0]",1
3e604a9f2b2fd4b6,"[0, 0, 0, 0]",1
ad529a30bffc56eb,"[0, 0, 0, 0]",1
6a84febfab42c3da,"[0, 0, 0, 0]",1
5a653186bdfed561,"[0, 0, 0, 0]",1
0b33e88e297519d3,"[0, 0, 0, 0]",1
a85112e8b575e735,"[0, 0, 0, 0]",1
8dab9c7e12cfb744,"[0, 0, 0, 0]",1
94df4bbc755478f3,"[0, 0, 0, 0]",1
978e679724af4e12,"[0, 0, 0, 0]",1
febce0fe9d7ec925,"[0, 0, 0, 0]",1
2e7d67d578811209,"[0, 0, 0, 0]",1
eb2c7dc84a293eb6,"[0, 0, 0, 0]",1
16e3470a8dcf9533,"[0, 0, 0, 0]",1
c6738bb6aa71b460,"[0, 0, 0, 0]",1
2a745e8435ec9edc,"[0, 0, 0, 0]",1
3df80c85832fa940,"[0, 0, 0, 0]",1
fffac2a094c8e0e2,"[0, 0, 0, 0]",1
45fb49acaccb14ef,"[0, 0, 0, 0]",1
27c277cdfbe88e74,"[0, 0, 0, 0]",1
5fa8b83efbbaf38c,"[0, 0, 0, 0]",1
419bd082eeb32e06,"[0, 0, 0, 0]",1
c102634aba47ccc6,"[0, 0, 0, 0]",1
60c75d6922c0cf8d,"[0, 0, 0, 0]",1
b66ae009290977ce,"[0, 0, 0, 0]",1
927958ea6fec87de,"[0, 0, 0, 0]",1
b18f88af6f775cc0,"[0, 0, 0, 0]",1
20e49c9eefd120bd,"[0, 0, 0, 0]",1
bef46e79eeb194df,"[0, 0, 0, 0]",1
88df2d663b97e979,"[0, 0, 0, 0]",1
ea555ea58c66a906,"[0, 0, 0, 0]",1
62a79537b2f5300e,"[0, 0, 0, 0]",1
3000297b5a03380a,"[0, 0, 0, 0]",1
52250d739b1aedc0,"[0, 0, 0, 0]",1
e7f16b290d763c92,"[0, 0, 0, 0]",1
e0b53654a2e5b594,"[0, 0, 0, 0]",1
6177873e306d86b4,"[0, 0, 0, 0]",1
1d74aa8dc84fadfe,"[0, 0, 0, 0]",1
f029db882d869d8b,"[0, 0, 0, 0]",1
8fa5f8111638ba0d,"[0, 0, 0, 0]",1
e95b0d4fc197126e,"[0, 0, 0, 0]",1
9d061857b1003387,"[0, 0, 0, 0]",1
5c9bccaad168c199,"[0, 0, 0, 0]",1
8ddd0057665aca9a,"[0, 0, 0, 0]",1
a7472c403c41a996,"[0, 0, 0, 0]",1
0ded4fc4461de3e8,"[0, 0, 0, 0]",1
66967c576059005f,"[0, 0, 0, 0]",1
9a0e4d9cb9e9fbc9,"[0, 0, 0, 0]",1
132a8f3ab810ad47,"[0, 0, 0, 0]",1
a9d81a24033664b6,"[0, 0, 0, 0]",1
2a88834f0f1a46ae,"[0, 0, 0, 0]",1
814aef5af6eb91c3,"[0, 0, 0, 0]",1
313ec5d0820678fb,"[0, 0, 0, 0]",1
b2d3735e166f6781,"[0, 0, 0, 0]",1
ad6de6687db78d16,"[0, 0, 0, 0]",1
068d0d9b44c30b02,"[0, 0, 0, 0]",1
fc5fc1ce143628fc,"[0, 0, 0, 0]",1
e30b5bbb08560be4,"[0, 0, 0, 0]",1
9584ef16a40f5453,"[0, 0, 0, 0]",1
afa4e0372c44f399,"[0, 0, 0, 0]",1
60870dad001d82d9,"[0, 0, 0, 0]",1
40c588267f2d4a3c,"[0, 0, 0, 0]",1
25fc59d7742d5e3c,"[0, 0, 0, 0]",1
abcea49265903c69,"[0, 0, 0, 0]",1
cf0ee6bb828557d3,"[0, 0, 0, 0]",1
b387837c9bc4fad7,"[0, 0, 0, 0]",1
e24e0e3c3b38c68e,"[0, 0, 0, 0]",1
a811e58d6c1f37e1,"[0, 0, 0, 0]",1
7a6a31cfe3a4772e,"[0, 0, 0, 0]",1
8f3b450811d92373,"[0, 0, 0, 0]",1
52526c498c9985d6,"[0, 0, 0, 0]",1
3ff828e7554a855f,"[0, 0, 0, 0]",1
7c4e597bcbb883d9,"[0, 0, 0, 0]",1
60a041d4c090e43d,"[0, 0, 0, 0]",1
fc5ace7c51887cd7,"[0, 0, 0, 0]",1
6810d4a9a0ebf141,"[0, 0, 0, 0]",1
6bc51448019d8437,"[0, 0, 0, 0]",1
80c4d823c3dea142,"[0, 0, 0, 0]",1
abc43b7d6b359dea,"[0, 0, 0, 0]",1
fd1b8c3e456ae11f,"[0, 0, 0, 0]",1
5f7437e9b51704af,"[0, 0, 0, 0]",1
b225a2c52995a39f,"[0, 0, 0, 0]",1
3d873be86e2e622e,"[0, 0, 0, 0]",1
1026dc2f9e542485,"[0, 0, 0, 0]",1
28d9fcd1405eb9fa,"[0, 0, 0, 0]",1
989d7bdf0f9d9008,"[0, 0, 0, 0]",1
d7d62940a89f546f,"[0, 0, 0, 0]",1
70ef75a88fe4fb12,"[0, 0, 0, 0]",1
9fb86e3cc3425c77,"[0, 0, 0, 0]",1
bc890eacbd484023,"[0, 0, 0, 0]",1
3712fd8eac16f8c9,"[0, 0, 0, 0]",1
045e5a1b330dd058,"[0, 0, 0, 0]",1
4ebb9ac7aa2e5169,"[0, 0, 0, 0]",1
aaeee56d442295be,"[0, 0, 0, 0]",1
6e963f68e0a518f9,"[0, 0, 0, 0]",1
fad71d919b9537e0,"[0, 0, 0, 0]",1
8645bcd76ca16f24,"[0, 0, 0, 0]",1
ac58a22d21cd124e,"[0, 0, 0, 0]",1
056747117bb0dcbd,"[0, 0, 0, 0]",1
9c630f859bab7998,"[0, 0, 0, 0]",1
017142df13cdf735,"[0, 0, 0, 0]",1
d61e0910e7c9ecc6,"[0, 0, 0, 0]",1
06de073583318153,"[0, 0, 0, 0]",1
7d014996203d458a,"[0, 0, 0, 0]",1
846d75ae78396431,"[0, 0, 0, 0]",1
8467292ea30cbbff,"[0, 0, 0, 0]",1
5c437bf1ad9ef38b,"[0, 0, 0, 0]",1
6183ac677312b8c2,"[0, 0, 0, 0]",1
dcf09c0d5e80aacb,"[0, 0, 0, 0]",1
8641d10770531005,"[0, 0, 0, 0]",1
ad0abd8e105d2feb,"[0, 0, 0, 0]",1
d11ebd37dd6f7ad2,"[0, 0, 0, 0]",1
3c5c94b1ad4db5e6,"[0, 0, 0, 0]",1
b8605528b23ae67f,"[0, 0, 0, 0]",1
d1d88906968ec0f7,"[0, 0, 0, 0]",1
7d0e6e17a79869fe,"[0, 0, 0, 0]",1
de72c2c29edc7125,"[0, 0, 0, 0]",1
7e795b6f2ec3de7f,"[0, 0, 0, 0]",1
23571dd6884058aa,"[0, 0, 0, 0]",1
201679ba457c0712,"[0, 0, 0, 0]",1
0b577b0ce47844d4,"[0, 0, 0, 0]",1
9ddeea2ce2fbe77c,"[0, 0, 0, 0]",1
bc0044d5563919f3,"[0, 0, 0, 0]",1
205c9ff4fa8cbd1d,"[0, 0, 0, 0]",1
e539ac9b8e79c98b,"[0, 0, 0, 0]",1
2ba84f44a9c8cfcb,"[0, 0, 0, 0]",1
369f3fdcf98f91f9,"[0, 0, 0, 0]",1
71a55edc383396a4,"[0, 0, 0, 0]",1
01cad9ab6e851cc1,"[0, 0, 0, 0]",1
4e174d759464bcbb,"[0, 0, 0, 0]",1
b7038476f00d37b6,"[0, 0, 0, 0]",1
2a983eb515ea88bd,"[0, 0, 0, 0]",1
b51961fcb913f6ca,"[0, 0, 0, 0]",1
f84ed8fa31bc30c2,"[0, 0, 0, 0]",1
23e9ef0329124d14,"[0, 0, 0, 0]",1
0c73ceedc3ed7a4b,"[0, 0, 0, 0]",1
56aa23b4b7fe18fa,"[0, 0, 0, 0]",1
bc8e694fb77a12d1,"[0, 0, 0, 0]",1
ae0cb1aa9f71277e,"[0, 0, 0, 0]",1
f95d2acbfb9e5023,"[0, 0, 0, 0]",1
f9b018a80e15f3fa,"[0, 0, 0, 0]",1
