ID,LocalEarnings,ChronoIndex,RoomMetric,SleepUnits,TotalResidents,DwellRatio,GeoLat,GeoLon,Price
52,5.6345,15.0,5.71712158808933,1.0577507598784197,4259.0,2.646080760095012,33.81,-117.83,2.601
53,4.375,20.0,5.445468509984639,1.0720980533525597,1674.0,2.116182572614108,34.15,-119.13,2.125
54,3.8201,21.0,3.4941471571906355,1.0722278738555442,2963.0,1.710097719869707,37.38,-122.06,3.38
55,2.2516,15.0,4.049306625577812,1.1039260969976905,1622.0,1.467455621301775,40.66,-122.35,0.758
56,4.8125,21.0,5.505952380952381,1.0476190476190477,2780.0,2.354922279792746,33.73,-117.94,2.779
57,4.3947,23.0,6.716019417475728,1.0784789644012944,3941.0,2.7584650112866815,38.64,-121.25,2.113
58,3.275,16.0,5.335714285714285,1.0214285714285714,1246.0,3.539285714285714,38.74,-121.16,1.339
59,5.0907,5.0,6.753363228699552,1.164337990685296,2568.0,3.1732851985559565,34.18,-119.2,2.271
60,3.6597,22.0,4.936789449749886,1.035925420645748,709.0,1.7737556561085972,34.0,-118.45,3.962
61,2.1281,24.0,4.29489291598023,1.094890510948905,692.0,2.2839506172839505,33.17,-117.35,1.152
62,3.3214,14.0,4.361046959199384,1.1601231716705158,2415.0,2.595845136921624,34.2,-119.19,2.318
63,4.7193,17.0,5.242792109256449,1.1062215477996966,2014.0,3.056145675265554,33.71,-118.06,2.715
64,3.6371,44.0,6.26032315978456,1.186588921282799,1052.0,2.8192419825072887,38.63,-121.44,0.799
65,7.8479,26.0,7.9616,1.0497592295345104,1233.0,2.6869983948635636,33.66,-118.05,3.595
66,2.6964,21.0,5.439024390243903,1.102981029810298,1644.0,2.6341463414634148,40.17,-122.9,0.669
67,2.5893,38.0,5.711688311688311,1.0077922077922077,1297.0,2.6623376623376624,37.46,-120.76,0.894
68,8.7603,42.0,7.824561403508772,1.0738255033557047,777.0,2.4430604982206408,33.97,-118.47,5.00001
69,8.8281,52.0,7.471786833855799,0.9736070381231672,874.0,2.8563049853372435,34.06,-118.34,5.00001
70,7.5,33.0,6.872280037842952,1.0768431983385254,2585.0,2.5400981996726677,34.17,-118.06,4.326
71,6.2356,43.0,4.526011560693641,1.0785340314136125,662.0,1.8381502890173411,34.08,-118.39,5.00001
72,1.2188,25.0,5.8354430379746836,1.4329896907216495,895.0,1.6835443037974684,36.8,-119.7,0.622
73,3.2708,14.0,5.677067082683307,1.1711229946524064,1121.0,2.202414113277623,34.93,-120.44,2.313
74,6.6319,8.0,6.550600343053174,1.0601813685078318,1780.0,3.101382488479263,34.1,-117.64,2.17
75,2.7875,47.0,3.4814814814814814,1.0195804195804197,2354.0,3.872727272727273,33.97,-118.3,1.154
76,2.1213,13.0,4.176360225140713,1.123827392120075,4818.0,2.2670419011882426,35.76,-119.24,0.575
77,3.0739,52.0,6.494584837545126,1.3869209809264305,542.0,2.069486404833837,38.57,-121.49,0.863
78,4.3419,52.0,4.7631578947368425,1.0789473684210529,441.0,1.863157894736842,37.76,-122.24,3.5
79,6.6959,10.0,7.298377028714107,1.1082058414464535,2282.0,2.848938826466916,33.7,-118.01,3.83
80,2.2067,22.0,5.945255474452555,1.0583941605839415,1452.0,3.9105058365758754,36.67,-119.89,0.656
81,1.9511,28.0,4.7478991596638656,1.041958041958042,794.0,3.1818181818181817,34.54,-117.33,0.663
82,2.3041,43.0,4.2933168316831685,1.0684287812041116,2049.0,3.2712550607287447,34.04,-118.19,1.406
83,1.9615,47.0,4.374622356495468,1.040785498489426,1334.0,2.166979362101314,38.54,-121.46,0.704
84,2.7857,28.0,3.441860465116279,1.003875968992248,2091.0,4.507751937984496,33.92,-118.19,1.291
85,3.0,20.0,5.782527881040892,1.081360946745562,2435.0,2.936096718480138,34.15,-118.09,1.899
86,2.2813,26.0,4.6657142857142855,1.0956937799043065,1546.0,3.124401913875598,32.74,-117.1,0.869
87,3.1902,37.0,4.9646739130434785,1.0257731958762886,1344.0,4.665760869565218,34.01,-118.09,1.614
88,2.7316,52.0,6.367924528301887,1.119496855345912,586.0,2.2264150943396226,38.11,-122.26,1.249
89,1.5369,22.0,4.467041389882473,1.083815028901734,2415.0,3.867330016583748,36.21,-119.1,0.571
90,3.3906,36.0,5.029227557411273,1.061433447098976,721.0,2.737201365187713,33.9,-118.13,2.042
91,7.4837,37.0,6.771653543307087,1.0393700787401574,1680.0,2.393700787401575,37.45,-122.13,5.00001
92,3.6522,36.0,5.314420803782506,1.0782442748091603,1250.0,3.890557939914163,37.64,-122.11,1.403
93,3.2083,37.0,4.898601398601398,1.027972027972028,762.0,3.093240093240093,33.77,-118.16,1.713
94,7.2478,4.0,7.279569892473118,1.0215384615384615,1586.0,3.355113636363636,37.77,-121.93,3.671
95,5.5284,39.0,5.338478500551268,1.0250403877221326,1362.0,2.173345759552656,33.55,-117.77,4.7
96,3.9773,25.0,5.441860465116279,1.069767441860465,652.0,2.5271317829457365,33.89,-117.88,2.983
97,6.0965,19.0,6.428861788617886,1.0416666666666667,5279.0,3.533884297520661,33.5,-117.66,2.63
98,1.0208,52.0,3.5919117647058822,0.9803921568627452,1202.0,2.411764705882353,36.72,-119.79,0.5
99,2.9899,7.0,5.0774818401937045,1.0750605326876512,4336.0,2.2154963680387407,36.8,-119.85,0.966
100,3.8571,15.0,5.371508379888268,1.0972762645914398,1649.0,2.726477024070022,38.0,-121.3,1.185
101,10.0968,22.0,7.904761904761905,1.1182008368200838,1007.0,2.936688311688312,37.46,-122.26,5.00001
102,2.6146,16.0,3.9386973180076623,1.0,948.0,2.532567049808429,39.16,-121.62,0.993
103,2.0643,26.0,5.079119086460032,1.0742251223491028,2388.0,3.0497553017944536,39.32,-123.1,0.935
104,13.2986,48.0,7.637614678899083,0.9096774193548388,922.0,2.735483870967742,34.1,-118.4,5.00001
105,8.7477,37.0,7.325301204819277,1.044578313253012,939.0,2.253012048192771,37.45,-122.17,5.00001
106,8.7603,30.0,7.867954911433173,1.0984930032292788,3526.0,2.568891280947255,37.29,-122.22,5.00001
107,5.2015,30.0,5.292527821939586,1.0875331564986737,1421.0,2.0858505564387917,37.3,-122.0,3.268
108,3.7816,25.0,4.015923566878981,1.0297723292469352,3381.0,3.4156534954407296,33.87,-118.08,1.56
109,1.7188,19.0,7.0,1.2415254237288136,984.0,2.597457627118644,38.96,-122.63,0.938
110,3.1493,18.0,3.103151862464183,1.08355091383812,1843.0,1.990881458966565,34.16,-118.25,2.755
111,2.0785,42.0,3.5610098176718092,1.0518731988472625,1433.0,4.476415094339623,34.05,-118.19,1.428
112,7.6016,26.0,6.304093567251462,1.0077972709551657,1597.0,2.73728813559322,37.93,-122.01,3.268
113,2.0308,25.0,4.298969072164948,1.0360824742268042,2169.0,3.1235955056179776,37.13,-120.26,0.623
114,3.8295,20.0,5.294896030245747,1.0566037735849056,1504.0,4.132075471698113,33.89,-118.25,1.358
115,2.5707,34.0,3.8908045977011496,1.0459770114942528,1535.0,2.3766233766233764,34.09,-118.36,3.252
116,3.8125,18.0,6.736596736596737,1.020979020979021,1007.0,2.8414918414918415,38.66,-121.41,1.139
117,2.6777,16.0,4.548929663608563,1.0779816513761469,1236.0,1.974006116207951,37.98,-122.03,1.464
118,3.4852,21.0,5.752532561505065,1.0588235294117647,1420.0,2.840958605664488,32.8,-116.97,1.143
119,3.0862,23.0,4.6978967495219885,1.0554493307839388,3012.0,2.216061185468451,34.21,-118.35,1.819
120,1.8533,29.0,4.065241844769404,1.0462633451957295,1133.0,2.8334519572953765,38.58,-121.46,1.083
121,2.9135,27.0,3.9927797833935017,1.0986964618249535,2099.0,2.407849829351536,33.99,-118.12,1.721
122,2.0134,46.0,5.146520146520147,1.194139194139194,1086.0,3.978021978021978,34.07,-117.32,0.74
123,8.4802,33.0,7.202517162471396,1.0994897959183674,2356.0,2.8382978723404255,34.26,-118.51,5.00001
124,3.7083,27.0,5.058181818181819,1.029090909090909,1142.0,3.727272727272727,33.86,-117.98,1.814
125,3.065,24.0,4.357879234167894,1.050179211469534,935.0,3.3512544802867383,34.01,-117.04,1.038
126,4.8667,36.0,5.199186991869919,1.037243947858473,1817.0,2.584766355140187,33.84,-118.16,2.201
127,3.6563,52.0,4.1735537190082646,1.0778301886792452,834.0,2.331645569620253,34.06,-118.33,1.8
128,2.6641,14.0,5.022082018927445,1.099337748344371,1463.0,1.847682119205298,39.25,-121.37,1.39
129,6.9014,25.0,7.382384532760472,1.0300751879699248,1550.0,3.5346820809248554,34.06,-117.9,3.186
130,3.267,12.0,5.789029535864979,1.1229508196721312,1153.0,2.588607594936709,39.74,-121.86,1.201
131,4.0096,45.0,5.428415300546448,1.0122950819672132,1804.0,2.637401229148376,37.94,-122.32,1.931
132,3.25,46.0,5.371663244353183,0.9739696312364424,928.0,3.771855010660981,33.99,-118.1,1.798
133,8.468,37.0,5.841911764705882,1.0588235294117647,976.0,2.5294117647058822,37.4,-122.12,5.00001
134,5.9878,52.0,5.722154222766218,1.0208078335373316,2188.0,2.6780905752753976,37.72,-122.44,2.984
135,4.1316,52.0,5.811594202898551,1.0318840579710145,547.0,2.4057971014492754,37.58,-122.37,5.00001
136,3.5647,46.0,5.7828418230563,0.970509383378016,1001.0,2.683646112600536,38.0,-122.57,2.469
137,7.1425,20.0,7.169811320754717,1.0075471698113208,856.0,2.858490566037736,33.03,-117.05,3.519
138,3.6429,27.0,5.1337325349301395,1.0414507772020725,1402.0,2.1223628691983123,36.98,-121.94,2.806
139,2.4211,21.0,2.7386934673366836,1.0064308681672025,3423.0,4.292604501607717,34.06,-118.45,3.75
140,4.1419,19.0,5.488421052631579,1.0526315789473684,1558.0,2.726973684210526,38.65,-121.32,1.676
141,4.375,36.0,5.24223602484472,1.0724465558194771,601.0,2.627329192546584,33.9,-118.33,2.357
142,4.0774,23.0,4.401854714064915,1.0644391408114555,3174.0,4.146025878003697,33.89,-118.19,2.171
143,3.2813,35.0,3.943127962085308,1.0,545.0,2.582938388625593,33.88,-118.13,2.063
144,3.67,26.0,4.078431372549019,1.088235294117647,3985.0,4.247058823529412,37.66,-121.86,1.813
145,2.9154,37.0,4.07183908045977,1.0057471264367817,814.0,2.264367816091954,34.11,-118.18,1.714
146,3.2361,17.0,5.697058823529412,1.0,847.0,2.764705882352941,37.35,-120.62,0.911
147,8.7471,50.0,7.008310249307479,0.9936305732484076,1332.0,2.802431610942249,33.78,-118.34,5.00001
148,4.0556,52.0,5.2509855453350855,1.0643776824034334,941.0,2.538699690402477,37.76,-122.48,3.519
149,2.2069,13.0,4.766467065868263,0.982791586998088,2154.0,3.804374240583232,34.1,-117.45,0.962
150,3.7188,19.0,5.816199376947041,1.1246105919003115,992.0,2.3613707165109035,34.16,-118.46,2.209
151,3.8571,52.0,4.584245076586433,1.0352504638218925,795.0,1.842300556586271,37.81,-122.42,5.00001
152,2.2883,39.0,3.633251833740831,1.0528885272579334,1621.0,3.186335403726708,33.79,-118.18,1.264
153,6.6661,52.0,7.889502762430939,1.0544488711819389,1166.0,2.4572748267898383,37.86,-122.14,3.944
154,1.962,18.0,4.757281553398058,1.0679611650485437,692.0,1.4471153846153846,33.94,-117.4,0.953
155,5.2951,18.0,6.755952380952381,1.0809523809523809,551.0,2.547619047619047,34.16,-118.48,3.6
156,1.9659,52.0,4.567164179104478,0.9900497512437813,1130.0,3.860215053763441,37.93,-122.36,0.699
157,6.6603,15.0,6.2838283828382835,1.0303030303030305,2530.0,3.073170731707317,33.67,-117.81,2.895
158,1.5026,39.0,3.184553660982949,1.0536609829493089,1662.0,2.291196388261851,37.8,-122.25,1.875
159,4.325,37.0,5.079365079365079,0.9523809523809524,608.0,2.412698412698413,37.94,-122.31,2.314
160,2.6465,39.0,4.82680412371134,1.0309278350515465,1256.0,2.5896907216494847,37.94,-122.36,0.62
161,4.2065,16.0,5.2810077519379846,1.1027131782945736,1571.0,2.1608527131782944,33.7,-117.77,2.837
162,3.5551,25.0,4.296466973886329,1.0555678670360154,2667.0,2.5513784461152884,34.18,-118.42,2.148
163,4.0052,25.0,6.029227557411273,0.9947643979057592,1591.0,2.8909465020576133,34.39,-117.3,1.366
164,3.1793,18.0,4.583497053045186,1.0098231827111983,3182.0,2.569744597249509,33.86,-118.15,1.962
165,5.5629,18.0,5.3478260869565215,0.9982363315696648,2374.0,2.7169373549883993,37.72,-121.97,2.195
166,2.3056,9.0,5.443636363636363,1.0272727272727271,984.0,2.75,36.75,-120.69,1.063
167,2.8833,38.0,5.386819484240688,1.0715512306811676,1634.0,2.7335243553008595,38.13,-121.47,0.793
168,5.6513,18.0,6.759916492693111,1.129436325678497,2413.0,3.169042769857434,33.99,-117.83,2.314
169,2.1042,41.0,5.466666666666667,1.0888888888888888,765.0,3.2814814814814817,36.75,-119.78,0.561
170,5.6396,16.0,6.4662756598240465,1.0205278592375366,1543.0,3.190615835777126,33.87,-118.04,2.688
171,4.1047,32.0,5.965174129353234,1.0241935483870968,1078.0,2.8978494623655915,32.78,-116.94,2.183
172,2.569,50.0,5.176991150442478,1.059808612440191,1443.0,2.8583492236447836,36.79,-119.75,1.06
173,4.2083,26.0,4.1225626740947074,0.9838337182448036,829.0,2.394984326018809,33.88,-118.36,2.307
174,2.25,29.0,5.063106796116505,1.1116504854368932,1355.0,3.2888349514563107,35.87,-120.7,0.807
175,6.6361,7.0,7.557562076749436,1.0425280567040756,4276.0,3.394658753709199,37.33,-121.77,2.78
176,1.3785,16.0,3.9818031430934657,1.142266335814723,1897.0,2.5710659898477157,37.36,-121.85,0.875
177,5.6322,44.0,5.695652173913044,0.9587852494577006,925.0,2.3640552995391704,33.79,-118.13,3.434
178,5.7233,6.0,5.509708737864078,1.1518544436669,2948.0,2.013729977116705,37.71,-122.07,3.61
179,4.0132,52.0,4.041958041958042,1.1235431235431237,681.0,1.703962703962704,37.8,-122.41,5.00001
180,3.1107,18.0,4.508830022075055,1.0242825607064017,4027.0,3.868995633187773,37.67,-122.07,1.598
181,6.2475,31.0,6.284414106939704,1.0398179749715586,2848.0,3.2400455062571103,37.3,-122.04,3.15
182,6.2953,7.0,6.118466898954704,1.1280487804878048,573.0,2.118466898954704,33.34,-117.24,3.582
183,1.7417,45.0,5.5,1.1807909604519775,900.0,3.042372881355932,33.93,-118.25,0.815
184,5.7373,23.0,6.966804979253112,1.045643153526971,1410.0,2.966804979253112,33.77,-117.78,3.021
185,1.7945,21.0,4.052631578947368,1.019736842105263,2356.0,3.702631578947369,33.93,-118.27,0.814
186,8.5294,40.0,6.537349397590361,1.015075376884422,615.0,3.090452261306533,34.07,-118.37,5.00001
187,5.0858,36.0,6.242382271468144,1.0807799442896937,3148.0,2.7495395948434624,37.72,-122.45,3.5
188,3.724,33.0,5.585106382978723,1.0647590361445782,1524.0,3.117021276595745,33.85,-117.98,1.929
189,3.6028,23.0,5.064327485380117,1.0187265917602997,1023.0,2.639741518578352,33.21,-117.35,2.489
190,3.6581,52.0,5.67420814479638,1.0776173285198556,1415.0,2.8388214904679376,37.77,-122.16,1.266
191,1.8403,37.0,4.344827586206897,1.1229050279329609,1007.0,3.3854748603351954,38.52,-121.47,0.477
192,3.9286,19.0,5.854497354497354,1.025974025974026,1633.0,2.584450402144772,38.65,-121.33,1.141
193,2.75,26.0,3.82798833819242,1.0237717908082409,2548.0,3.935860058309038,33.83,-118.21,1.485
194,3.2813,20.0,5.356715141146279,1.087769784172662,1335.0,3.4329140461215935,34.12,-117.88,1.458
195,5.3307,36.0,6.042194092827004,1.0504451038575668,836.0,3.0093984962406015,33.9,-118.11,2.669
196,5.0462,23.0,6.009009009009009,1.0067567567567568,1613.0,3.858108108108108,37.99,-121.97,2.708
197,3.4375,29.0,4.5724907063197024,1.031700288184438,1217.0,3.441640378548896,33.77,-118.27,1.909
198,7.8383,37.0,7.421319796954315,1.0741534504929275,1865.0,2.9909297052154193,34.17,-118.4,4.147
199,2.5536,45.0,4.622331691297209,1.1538461538461535,1314.0,4.027334851936219,33.79,-118.21,1.523
200,2.6226,38.0,4.775811209439528,1.0385650224215246,1544.0,3.163568773234201,33.96,-118.29,1.621
201,3.1205,19.0,4.566765578635015,1.1015452538631347,2685.0,2.728476821192053,34.17,-118.27,2.719
202,2.8175,8.0,4.84144645340751,0.9847009735744088,1726.0,2.400556328233658,33.22,-117.22,1.507
203,2.9422,52.0,4.398081534772182,1.0589301903898458,1305.0,2.1450589301903897,37.85,-122.27,1.406
204,4.0147,25.0,5.221153846153846,1.0769230769230769,1699.0,2.541025641025641,36.79,-119.8,1.349
205,2.9722,27.0,6.213235294117647,1.128235294117647,872.0,2.5220588235294117,38.49,-121.43,0.961
206,2.7401,23.0,4.180811808118081,1.062730627306273,1336.0,2.4649446494464944,34.15,-119.21,2.095
207,3.6111,22.0,6.0,1.1460506706408349,1776.0,3.4021164021164023,33.22,-117.25,1.188
208,2.3844,36.0,3.7278797996661104,1.010016694490818,1934.0,3.2287145242070117,33.98,-118.19,1.838
209,2.6111,22.0,4.560301507537688,1.0050251256281406,1583.0,2.6574923547400613,32.65,-117.08,1.072
210,4.1042,26.0,4.7565445026178015,1.00711743772242,806.0,1.8352059925093631,34.11,-118.32,3.259
211,3.5882,52.0,4.794336810730253,1.105812220566319,1670.0,1.8592132505175984,34.05,-118.37,3.543
212,2.1927,25.0,4.848806366047746,1.0654288240495138,2616.0,2.1901140684410647,34.02,-118.16,1.188
213,5.1365,52.0,4.297551789077213,1.0720461095100864,1253.0,1.9857752489331435,37.76,-122.44,4.302
214,4.7,16.0,4.827868852459017,1.0532786885245902,1466.0,2.734426229508197,33.87,-118.13,2.436
215,3.2943,31.0,4.907788719785139,1.0219435736677116,3840.0,3.0671441360787823,33.89,-118.07,1.829
216,3.1477,41.0,4.928363988383349,1.1465968586387434,2142.0,3.10467706013363,37.71,-122.41,2.402
217,10.3979,31.0,8.093117408906883,1.0338028169014084,1447.0,2.823943661971831,33.8,-118.35,5.00001
218,2.9085,35.0,3.659163987138263,1.101644245142003,2106.0,2.033419023136247,34.08,-118.15,1.875
219,4.5833,37.0,5.145748987854251,1.008097165991903,1034.0,2.068825910931174,33.8,-118.34,2.0
220,2.6625,25.0,3.921158487530169,1.0673712021136064,2957.0,2.915062287655719,34.16,-118.12,1.438
221,2.6518,19.0,5.296786389413989,1.0658093797276853,1480.0,3.7215815485996706,36.3,-119.32,0.634
222,1.625,35.0,4.8259668508287294,1.091160220994475,1714.0,2.5828729281767955,38.6,-121.42,0.955
223,6.256,23.0,6.75,1.0166666666666666,1257.0,2.588888888888889,34.17,-118.61,3.372
224,5.0366,26.0,6.741116751269035,1.0390763765541742,607.0,3.0583700440528636,34.42,-118.56,2.463
225,5.3505,34.0,6.945330296127563,1.006726457399103,1287.0,2.945330296127563,38.55,-121.37,2.317
226,2.3,20.0,5.403716216216217,1.0771604938271604,3816.0,3.011986301369863,36.28,-119.29,0.694
227,1.6355,36.0,3.40203562340967,1.0559796437659033,2281.0,2.4178628389154704,34.1,-118.33,2.15
228,8.4438,35.0,7.0534653465346535,0.9504950495049505,1526.0,2.2524752475247523,34.04,-118.55,5.00001
229,3.1875,17.0,5.322649572649572,1.0384615384615383,933.0,2.5741758241758244,32.81,-117.04,2.477
230,6.3914,27.0,7.205056179775281,1.0407303370786516,1809.0,2.4249329758713136,33.89,-117.92,3.477
231,1.8792,43.0,3.7818181818181817,1.0272727272727271,1726.0,4.486363636363636,34.01,-118.26,0.942
232,7.611,23.0,7.740088105726873,1.0239234449760766,5175.0,2.893491124260355,33.73,-118.01,4.79
233,4.844,4.0,5.010462074978204,0.9258760107816713,2937.0,3.1391076115485563,33.89,-117.55,1.194
234,8.1356,23.0,6.5,1.105714285714286,1541.0,2.765957446808511,34.28,-118.51,4.173
235,5.2815,15.0,6.392434988179669,1.0070921985815602,1289.0,3.0472813238770686,32.93,-117.13,1.679
236,2.8807,37.0,4.8121546961325965,1.1077752117013089,1075.0,2.520355292376018,33.89,-118.14,1.239
237,1.5139,35.0,4.683333333333334,1.0444444444444445,765.0,3.32,36.56,-119.61,0.571
238,4.4085,9.0,6.244623655913978,1.0026881720430108,1117.0,2.8413978494623655,38.48,-122.68,1.846
239,3.6147,28.0,5.335429769392033,1.0453808752025933,2784.0,2.752089136490251,37.65,-120.97,1.06
240,5.3044,15.0,6.235294117647059,1.0252100840336134,775.0,2.7899159663865545,37.26,-121.87,2.711
241,3.0179,13.0,4.814814814814815,1.0916179337231968,1586.0,2.5102639296187683,32.93,-117.0,1.782
242,5.6029,16.0,6.277064220183486,1.0330275229357797,1686.0,2.924198250728863,33.87,-117.6,2.086
243,4.0,35.0,5.448559670781893,1.0193236714975846,1520.0,3.246376811594203,33.95,-118.01,1.737
244,1.8156,15.0,3.2228047182175623,1.0577889447236182,1557.0,1.4653130287648053,37.97,-122.05,1.375
245,2.5677,25.0,3.723150357995227,1.0763723150357996,3174.0,2.5665236051502145,34.2,-118.55,2.258
246,3.7188,52.0,4.796839729119639,0.9729119638826184,1014.0,2.288939051918736,37.37,-121.84,1.938
247,2.7262,29.0,6.0,1.0829694323144106,769.0,3.3580786026200875,36.3,-119.32,0.917
248,2.1588,19.0,4.686006825938566,0.9892703862660944,1318.0,2.5257510729613735,36.66,-120.1,0.734
249,3.1554,10.0,5.735562310030395,1.1246200607902737,1371.0,2.813238770685579,38.55,-121.44,1.296
250,2.0043,30.0,4.977491961414791,1.0566615620214397,1784.0,2.4104134762633995,33.97,-117.36,1.031
251,6.6131,52.0,5.839679358717435,0.9639278557114228,1071.0,2.5571142283675266,37.78,-122.47,4.309
252,2.3077,39.0,3.724226804123711,1.056701030927835,2536.0,3.734256926952141,37.8,-122.21,1.121
253,4.0648,19.0,5.812375249500998,1.0614692653673163,2623.0,2.683646112600536,33.68,-117.96,2.293
254,2.5363,43.0,4.112469437652812,1.0317848410757946,1634.0,4.1711491442542785,33.99,-118.25,0.798
255,4.0859,39.0,5.9772727272727275,1.0113636363636365,878.0,3.660353535353535,33.91,-118.07,1.439
256,7.9892,16.0,7.55956678700361,1.0036101083032491,977.0,3.371841155234657,37.95,-122.01,3.527
257,8.4888,35.0,7.461016949152542,1.0,622.0,2.1084745762711865,34.06,-118.46,5.00001
